tarifa,fecha,tarjeta_id,ruleta_id
2.5,2018-09-11 18:31:54,152,186
2.5,2018-02-10 15:41:37,72,620
2.5,2016-04-07 20:50:01,288,81
2.5,2017-10-01 06:10:59,213,755
2.5,2016-01-05 19:16:55,153,196
2.5,2016-04-09 11:25:51,39,256
2.5,2016-08-21 00:03:00,147,704
2.5,2018-07-24 07:58:55,38,613
2.5,2019-01-09 22:54:06,71,360
2.5,2018-01-27 11:21:29,219,402
2.5,2018-06-06 20:19:01,292,933
2.5,2017-12-24 23:16:48,158,870
2.5,2019-04-11 07:26:23,243,787
2.5,2016-11-02 01:30:32,155,498
2.5,2017-06-11 09:49:14,272,324
2.5,2016-07-06 00:57:31,153,747
2.5,2018-12-25 07:28:15,213,714
2.5,2017-09-07 22:54:31,271,521
2.5,2016-09-04 08:47:41,169,461
2.5,2019-04-11 17:13:24,93,521
2.5,2018-09-01 11:22:44,37,589
2.5,2017-08-04 17:07:53,33,469
2.5,2016-01-27 10:42:41,227,905
2.5,2017-07-12 04:09:06,223,414
2.5,2019-06-26 10:32:55,76,61
2.5,2019-04-29 01:00:21,223,35
2.5,2016-12-05 14:33:34,134,812
2.5,2018-04-03 08:49:15,207,452
2.5,2018-03-17 10:32:56,277,707
2.5,2019-04-28 11:16:08,105,664
2.5,2016-04-28 03:16:45,249,203
2.5,2016-08-16 21:19:44,60,564
2.5,2018-09-11 17:13:27,188,792
2.5,2016-07-08 11:14:26,6,386
2.5,2018-04-06 22:00:19,28,5
2.5,2019-01-10 09:29:30,216,252
2.5,2017-02-10 18:28:13,92,516
2.5,2016-02-14 18:44:46,57,431
2.5,2016-11-26 19:49:13,278,38
2.5,2019-05-12 02:18:46,247,164
2.5,2019-08-11 00:46:27,93,428
2.5,2016-09-10 03:00:10,152,16
2.5,2016-02-26 10:51:05,183,647
2.5,2019-07-13 11:08:15,81,657
2.5,2019-01-09 00:44:48,227,119
2.5,2017-12-13 16:54:48,74,584
2.5,2017-10-19 04:53:22,83,559
2.5,2017-04-26 17:41:08,258,6
2.5,2019-11-07 20:53:02,120,830
2.5,2016-08-08 05:36:38,112,543
2.5,2018-01-12 03:14:17,4,630
2.5,2017-05-07 10:30:32,209,996
2.5,2017-01-21 18:28:26,32,703
2.5,2015-12-10 19:03:08,194,473
2.5,2016-04-01 14:17:22,126,673
2.5,2018-11-07 16:26:34,267,619
2.5,2018-11-28 07:48:26,181,728
2.5,2016-04-08 08:54:13,149,502
2.5,2017-04-01 06:07:26,72,7
2.5,2017-09-16 17:51:12,210,69
2.5,2018-10-24 12:17:50,28,86
2.5,2019-01-17 14:46:26,122,387
2.5,2016-12-04 14:26:27,279,786
2.5,2016-05-28 21:12:07,8,275
2.5,2018-07-02 23:27:21,56,582
2.5,2018-08-12 07:42:24,245,812
2.5,2017-06-15 15:31:44,294,951
2.5,2016-06-07 12:10:19,39,787
2.5,2019-04-26 11:49:36,240,664
2.5,2016-06-30 20:22:39,93,471
2.5,2019-08-28 13:36:15,81,49
2.5,2016-03-19 12:47:57,52,45
2.5,2018-09-10 18:23:58,214,389
2.5,2017-10-19 00:59:33,56,215
2.5,2016-10-02 23:48:45,263,160
2.5,2016-11-17 19:01:28,40,476
2.5,2019-10-05 14:43:19,124,617
2.5,2016-09-24 01:07:14,261,788
2.5,2015-12-24 16:57:28,226,646
2.5,2018-09-05 04:43:04,285,917
2.5,2019-07-06 01:04:14,40,154
2.5,2018-01-21 08:56:45,289,818
2.5,2016-02-27 05:57:22,245,714
2.5,2016-05-28 17:13:31,166,202
2.5,2016-11-24 00:49:13,169,735
2.5,2017-12-26 23:50:42,142,294
2.5,2017-08-11 20:53:19,205,555
2.5,2016-07-21 03:02:26,102,487
2.5,2018-02-21 03:01:06,125,802
2.5,2018-04-12 08:16:11,182,379
2.5,2016-12-15 15:40:01,137,10
2.5,2016-09-28 05:27:52,42,668
2.5,2019-04-14 19:16:23,14,400
2.5,2016-02-23 04:56:58,255,521
2.5,2019-03-28 09:13:30,23,415
2.5,2019-09-29 15:40:02,243,591
2.5,2018-02-02 13:02:23,36,949
2.5,2016-12-29 23:30:21,253,882
2.5,2019-06-09 10:14:57,61,25
2.5,2019-10-16 15:34:44,117,30
2.5,2017-08-05 09:05:14,27,486
2.5,2018-09-06 19:47:27,127,251
2.5,2018-01-13 15:41:46,195,263
2.5,2019-11-13 03:34:32,35,251
2.5,2019-11-03 16:31:57,96,183
2.5,2015-11-21 08:11:24,98,469
2.5,2016-08-13 07:16:34,186,179
2.5,2015-11-04 13:16:30,198,293
2.5,2016-08-26 17:11:29,218,840
2.5,2018-03-08 13:37:16,230,213
2.5,2019-10-14 10:46:27,27,536
2.5,2018-01-12 16:18:41,185,669
2.5,2018-01-14 21:11:52,31,842
2.5,2017-12-23 02:40:47,207,627
2.5,2019-09-25 12:22:19,60,259
2.5,2018-12-24 20:49:34,266,736
2.5,2017-07-26 23:53:22,131,376
2.5,2016-01-27 08:55:22,129,423
2.5,2017-06-19 22:59:16,4,598
2.5,2015-12-24 08:54:52,81,667
2.5,2018-08-15 06:58:02,237,232
2.5,2017-10-06 08:52:22,76,1027
2.5,2017-02-20 11:38:14,22,388
2.5,2019-05-21 12:28:12,242,127
2.5,2016-06-25 04:51:56,137,314
2.5,2017-05-28 12:39:59,101,438
2.5,2017-03-09 16:38:36,193,428
2.5,2019-07-12 04:32:05,261,517
2.5,2017-06-11 06:39:33,188,805
2.5,2018-07-12 09:58:37,122,438
2.5,2017-09-29 02:35:05,163,159
2.5,2019-11-17 14:16:00,132,765
2.5,2019-03-25 10:43:55,148,132
2.5,2019-01-16 19:57:19,177,461
2.5,2019-07-14 03:48:35,66,433
2.5,2019-10-06 07:26:44,245,928
2.5,2017-06-25 23:23:06,231,786
2.5,2017-10-04 23:26:31,255,6
2.5,2019-10-22 18:00:59,32,217
2.5,2018-04-11 07:57:52,125,28
2.5,2019-08-11 07:06:50,197,703
2.5,2017-04-06 17:35:13,158,103
2.5,2016-12-15 05:01:16,22,54
2.5,2018-07-28 10:40:05,44,958
2.5,2016-05-20 23:29:45,279,275
2.5,2018-10-04 23:14:25,218,710
2.5,2015-12-30 20:14:09,126,667
2.5,2018-06-25 09:58:55,274,553
2.5,2018-05-11 16:15:16,244,790
2.5,2016-12-06 05:04:20,57,543
2.5,2016-02-20 03:17:41,141,831
2.5,2016-01-19 08:45:08,284,217
2.5,2016-02-18 09:34:21,55,481
2.5,2017-09-21 23:42:26,246,750
2.5,2018-09-01 06:27:01,59,807
2.5,2017-06-12 07:07:13,69,755
2.5,2017-11-14 14:29:49,105,86
2.5,2015-12-29 05:53:51,136,763
2.5,2018-02-28 21:22:34,161,1006
2.5,2017-12-01 16:54:42,212,603
2.5,2017-12-16 13:18:47,48,274
2.5,2018-11-01 16:45:40,97,559
2.5,2018-01-23 02:21:04,178,443
2.5,2019-10-04 23:38:54,261,512
2.5,2017-02-04 13:43:48,39,979
2.5,2017-05-01 18:59:21,106,880
2.5,2017-07-10 03:02:39,87,518
2.5,2017-01-01 17:48:39,289,326
2.5,2019-05-11 11:33:59,159,28
2.5,2018-10-23 05:17:05,103,71
2.5,2018-09-03 13:58:41,32,483
2.5,2018-03-11 16:41:05,245,780
2.5,2018-02-08 12:20:10,84,684
2.5,2017-12-13 11:45:24,246,845
2.5,2019-05-16 00:02:28,60,793
2.5,2016-03-24 16:46:21,188,55
2.5,2019-06-25 04:11:34,262,551
2.5,2016-01-15 10:34:14,94,973
2.5,2018-08-13 17:27:06,151,146
2.5,2016-08-28 00:10:31,95,672
2.5,2016-03-05 06:51:50,260,28
2.5,2016-10-05 09:16:48,269,259
2.5,2018-12-08 14:59:51,8,741
2.5,2019-01-26 04:51:48,267,644
2.5,2019-04-14 12:14:54,10,59
2.5,2016-11-13 07:15:03,213,743
2.5,2017-08-02 00:32:32,149,851
2.5,2017-06-16 18:35:48,212,210
2.5,2017-12-13 04:11:52,249,940
2.5,2018-01-29 21:08:26,296,682
2.5,2019-02-10 11:25:54,140,179
2.5,2018-03-22 17:53:53,183,112
2.5,2019-07-06 04:04:27,77,480
2.5,2016-03-18 10:27:25,65,663
2.5,2017-02-06 02:52:46,239,69
2.5,2018-12-04 23:47:36,172,826
2.5,2016-09-28 14:10:47,204,509
2.5,2017-06-01 12:23:09,131,211
2.5,2018-10-29 14:21:54,236,1
2.5,2018-10-03 16:48:48,287,201
2.5,2018-04-15 10:26:51,60,916
2.5,2017-11-08 08:19:34,221,150
2.5,2017-11-07 09:16:25,260,848
2.5,2017-01-21 14:01:29,245,712
2.5,2017-12-11 12:27:22,101,200
2.5,2016-07-16 00:32:31,110,537
2.5,2016-05-28 03:13:58,35,509
2.5,2016-10-12 17:25:08,165,145
2.5,2017-02-24 10:16:38,150,1010
2.5,2019-01-22 06:06:39,43,295
2.5,2017-05-08 16:10:25,96,762
2.5,2018-04-25 12:05:37,215,382
2.5,2017-10-06 12:54:03,267,364
2.5,2018-03-31 13:20:39,181,467
2.5,2016-12-05 09:57:49,75,665
2.5,2018-08-22 06:15:20,175,879
2.5,2017-06-06 10:37:48,229,499
2.5,2018-08-29 19:10:34,159,564
2.5,2019-09-05 02:25:49,247,436
2.5,2015-12-09 20:46:48,27,929
2.5,2016-03-01 07:02:47,276,631
2.5,2017-10-10 08:37:02,156,776
2.5,2016-08-19 00:57:41,268,504
2.5,2015-12-11 19:21:59,113,850
2.5,2018-11-04 06:56:41,256,798
2.5,2018-06-01 07:06:54,12,367
2.5,2016-01-15 13:53:21,263,887
2.5,2016-01-25 04:47:58,131,110
2.5,2019-07-12 12:56:53,113,787
2.5,2018-09-05 12:35:17,94,1010
2.5,2018-02-16 08:13:19,53,939
2.5,2019-05-28 04:39:04,83,849
2.5,2018-01-15 23:26:46,144,817
2.5,2017-08-23 17:37:56,225,674
2.5,2019-10-01 21:35:38,186,535
2.5,2017-05-13 19:00:56,174,7
2.5,2019-09-20 02:09:21,40,553
2.5,2019-01-13 06:41:46,123,685
2.5,2018-06-06 19:47:43,73,288
2.5,2016-04-07 23:21:06,152,62
2.5,2019-10-31 23:45:55,130,16
2.5,2019-10-04 11:41:37,224,1018
2.5,2019-09-29 18:40:59,69,439
2.5,2018-07-05 16:14:12,292,164
2.5,2019-07-05 05:21:31,23,3
2.5,2016-08-09 14:51:28,155,918
2.5,2018-08-21 13:20:43,12,660
2.5,2018-11-14 17:49:03,247,779
2.5,2018-01-12 18:29:04,113,204
2.5,2017-05-03 20:34:42,298,48
2.5,2017-09-04 12:28:37,117,297
2.5,2015-11-22 00:13:46,260,348
2.5,2016-01-13 03:49:39,180,466
2.5,2017-03-25 02:05:03,86,998
2.5,2018-06-26 05:17:50,239,30
2.5,2016-07-19 07:46:55,6,1007
2.5,2016-05-10 18:49:02,112,579
2.5,2018-08-27 09:53:16,52,549
2.5,2017-04-11 18:16:29,97,855
2.5,2018-12-21 00:06:33,7,608
2.5,2019-03-20 15:59:11,279,209
2.5,2018-03-10 07:26:43,33,891
2.5,2018-12-17 03:30:36,152,770
2.5,2019-08-09 15:38:50,297,446
2.5,2016-07-30 06:06:55,83,985
2.5,2018-10-29 07:45:47,249,115
2.5,2017-01-15 13:26:12,162,823
2.5,2017-10-21 17:24:30,56,52
2.5,2018-10-12 00:46:57,79,925
2.5,2017-05-08 14:22:07,285,966
2.5,2019-03-01 22:05:02,163,341
2.5,2018-06-02 00:19:08,260,38
2.5,2017-05-09 18:37:02,243,598
2.5,2018-08-14 18:55:39,144,403
2.5,2018-02-07 21:48:16,43,860
2.5,2016-08-29 01:15:57,43,576
2.5,2019-03-17 20:57:54,221,711
2.5,2017-10-04 21:17:57,158,100
2.5,2018-08-06 00:49:20,163,937
2.5,2019-09-02 20:02:24,297,449
2.5,2016-10-06 12:08:47,221,286
2.5,2015-12-27 00:09:16,286,175
2.5,2017-11-04 00:33:42,161,602
2.5,2018-04-30 14:14:06,138,420
2.5,2018-03-07 00:53:55,258,462
2.5,2019-09-15 04:45:00,216,471
2.5,2016-03-27 09:19:40,50,191
2.5,2016-11-15 23:00:38,185,118
2.5,2016-06-10 01:34:42,181,566
2.5,2015-11-07 19:58:03,274,1016
2.5,2018-07-04 09:06:42,99,732
2.5,2017-01-21 07:19:40,52,623
2.5,2017-12-26 17:17:07,152,561
2.5,2019-05-25 04:03:25,298,318
2.5,2016-08-14 08:19:53,20,740
2.5,2018-07-13 11:09:56,287,249
2.5,2019-07-13 16:32:22,276,77
2.5,2018-07-31 21:37:36,171,921
2.5,2018-11-04 12:20:12,228,677
2.5,2016-06-22 10:43:11,148,91
2.5,2018-11-14 21:01:36,24,719
2.5,2017-01-20 20:19:48,119,918
2.5,2016-06-12 06:03:20,300,166
2.5,2019-07-04 09:36:08,222,521
2.5,2019-03-07 10:38:33,289,954
2.5,2015-12-02 22:34:00,1,70
2.5,2018-03-15 13:05:04,137,409
2.5,2019-02-26 08:25:51,238,737
2.5,2016-10-08 08:38:27,62,295
2.5,2016-09-16 13:52:55,195,373
2.5,2019-11-04 17:07:28,271,23
2.5,2019-01-10 02:13:24,149,875
2.5,2016-07-11 17:47:07,5,187
2.5,2019-07-01 09:47:57,256,559
2.5,2019-01-16 19:36:09,151,854
2.5,2019-05-10 09:00:56,224,648
2.5,2017-05-27 19:18:49,45,449
2.5,2019-05-03 16:08:58,53,1016
2.5,2018-12-18 05:11:26,135,805
2.5,2019-08-04 01:08:25,277,603
2.5,2018-11-08 10:00:19,92,791
2.5,2018-09-20 18:28:35,102,624
2.5,2019-09-14 11:12:06,200,633
2.5,2019-09-09 14:25:45,95,887
2.5,2019-10-22 04:33:18,52,20
2.5,2018-07-09 03:35:05,169,746
2.5,2017-07-21 01:23:54,3,530
2.5,2018-01-27 20:08:48,220,985
2.5,2018-11-26 06:08:10,259,184
2.5,2018-05-21 18:23:30,171,286
2.5,2016-05-15 12:54:38,228,762
2.5,2016-03-31 16:57:57,281,231
2.5,2019-02-12 05:49:04,83,710
2.5,2018-11-21 18:29:41,238,163
2.5,2017-07-08 04:24:02,56,96
2.5,2018-04-13 03:40:30,181,689
2.5,2017-05-22 15:06:56,283,840
2.5,2018-02-10 18:28:28,78,938
2.5,2016-07-08 01:49:31,131,904
2.5,2019-04-06 23:43:13,204,511
2.5,2017-02-16 09:04:43,61,619
2.5,2019-11-15 22:00:52,66,508
2.5,2016-09-14 00:19:33,260,673
2.5,2016-08-31 12:58:14,53,521
2.5,2017-06-22 20:10:21,93,515
2.5,2016-04-21 18:34:41,22,628
2.5,2018-07-31 21:00:33,199,105
2.5,2017-07-09 16:01:22,128,194
2.5,2016-02-07 18:39:18,266,136
2.5,2017-12-21 11:43:39,83,13
2.5,2018-06-28 14:34:44,160,491
2.5,2019-05-24 11:34:13,62,899
2.5,2018-01-29 16:38:35,29,484
2.5,2016-01-24 12:02:13,174,314
2.5,2017-07-22 07:08:56,36,237
2.5,2017-03-13 15:53:55,24,622
2.5,2016-07-15 11:22:26,248,771
2.5,2016-09-07 21:52:33,12,648
2.5,2017-03-09 22:42:49,83,463
tarifa,fecha,tarjeta_id,ruleta_id
2.5,2016-12-11 01:26:40,20,857
2.5,2018-12-10 07:41:34,270,180
2.5,2017-03-11 03:28:56,267,1007
2.5,2018-03-28 23:50:38,226,520
2.5,2016-05-24 02:25:26,129,629
2.5,2019-08-18 17:04:25,265,726
2.5,2016-02-16 15:57:42,130,302
2.5,2019-11-10 18:53:09,278,555
2.5,2018-03-26 17:58:54,73,613
2.5,2018-09-14 09:44:17,119,666
2.5,2017-03-12 13:25:43,96,150
2.5,2016-03-16 22:26:12,115,884
2.5,2018-09-22 02:20:58,158,990
2.5,2017-08-09 00:58:55,158,13
2.5,2019-05-01 02:54:55,7,156
2.5,2019-06-13 04:50:49,289,859
2.5,2018-06-20 00:43:14,147,847
2.5,2019-06-16 08:11:58,288,418
2.5,2016-06-21 18:08:34,138,960
2.5,2018-06-01 00:23:57,177,262
2.5,2018-11-27 23:09:55,21,868
2.5,2018-02-06 09:08:34,80,676
2.5,2019-09-16 23:21:48,263,994
2.5,2016-03-07 14:47:30,171,473
2.5,2016-05-01 22:54:46,221,374
2.5,2016-03-10 08:26:50,18,76
2.5,2017-05-30 08:56:08,285,116
2.5,2018-07-19 09:24:51,292,1000
2.5,2018-08-18 08:21:10,18,416
2.5,2017-10-12 12:49:54,96,252
2.5,2018-03-23 22:22:38,93,124
2.5,2017-12-19 21:50:30,31,586
2.5,2018-01-29 10:24:07,193,132
2.5,2018-09-16 17:23:51,111,1005
2.5,2018-03-25 13:29:48,12,581
2.5,2016-11-08 15:14:13,52,53
2.5,2018-03-17 15:31:42,53,794
2.5,2018-09-29 05:38:34,226,295
2.5,2018-07-14 18:03:01,79,391
2.5,2016-02-17 19:10:46,287,789
2.5,2019-03-16 14:11:42,11,683
2.5,2019-06-29 16:15:57,133,996
2.5,2018-03-05 06:44:38,207,719
2.5,2019-05-11 09:25:51,245,968
2.5,2017-12-05 17:57:59,46,133
2.5,2019-08-30 07:29:42,157,791
2.5,2019-02-27 02:42:53,185,242
2.5,2016-03-22 13:57:12,162,81
2.5,2017-12-02 02:47:54,16,773
2.5,2016-05-25 12:09:02,90,675
2.5,2019-09-09 21:57:52,118,579
2.5,2016-07-05 10:51:05,94,628
2.5,2017-05-05 17:46:09,95,324
2.5,2017-03-22 02:35:26,140,797
2.5,2018-04-16 22:58:47,153,653
2.5,2017-06-15 14:08:59,130,756
2.5,2017-05-25 11:31:21,104,731
2.5,2017-10-25 06:23:44,254,58
2.5,2016-08-14 17:04:26,44,890
2.5,2015-11-05 00:52:33,292,243
2.5,2018-03-07 21:03:51,34,413
2.5,2016-11-15 20:37:20,110,1008
2.5,2018-09-16 12:39:14,222,875
2.5,2016-08-29 03:03:36,114,586
2.5,2018-04-21 02:46:04,185,322
2.5,2017-03-29 22:44:07,59,247
2.5,2017-11-25 15:09:02,206,149
2.5,2018-06-18 13:39:52,295,22
2.5,2016-05-17 21:54:16,186,712
2.5,2018-01-10 18:03:22,198,944
2.5,2017-04-11 19:19:32,120,813
2.5,2018-09-08 10:20:41,115,884
2.5,2019-09-21 21:01:41,142,612
2.5,2017-10-22 23:09:43,135,627
2.5,2017-07-31 09:56:10,141,504
2.5,2018-10-04 22:33:20,55,1040
2.5,2016-04-14 08:32:43,149,962
2.5,2019-08-30 23:32:39,121,805
2.5,2018-12-14 20:25:05,204,739
2.5,2017-12-01 15:23:03,73,521
2.5,2015-11-15 05:35:38,135,986
2.5,2019-01-11 16:00:43,211,447
2.5,2018-07-03 06:35:44,267,839
2.5,2016-08-09 12:30:03,25,516
2.5,2017-11-13 13:14:29,273,523
2.5,2016-11-01 17:54:07,284,258
2.5,2018-08-30 10:13:37,13,996
2.5,2017-09-26 01:21:15,70,743
2.5,2017-01-29 14:49:41,213,709
2.5,2016-06-07 02:05:58,293,716
2.5,2019-10-03 20:55:08,294,395
2.5,2019-10-14 09:53:21,176,287
2.5,2018-08-26 20:01:22,222,500
2.5,2016-10-13 14:17:04,123,617
2.5,2016-05-23 20:53:54,198,379
2.5,2017-02-01 02:43:35,277,48
2.5,2016-02-25 02:39:45,208,927
2.5,2016-07-01 21:15:44,25,669
2.5,2019-01-22 02:40:55,214,740
2.5,2019-10-04 07:49:41,5,149
2.5,2019-05-19 17:34:26,228,92
2.5,2016-01-23 00:22:27,56,135
2.5,2019-02-27 16:57:40,271,109
2.5,2016-04-15 15:53:27,167,980
2.5,2019-01-23 11:44:52,284,703
2.5,2016-02-13 05:32:24,261,974
2.5,2017-03-22 17:17:49,187,138
2.5,2016-01-17 21:37:03,131,261
2.5,2018-03-11 19:02:37,90,273
2.5,2018-02-22 20:31:09,105,781
2.5,2017-02-06 01:43:30,213,209
2.5,2016-05-03 22:31:10,29,446
2.5,2016-10-28 11:53:24,267,435
2.5,2019-06-14 23:41:03,90,332
2.5,2017-06-11 00:35:00,110,197
2.5,2017-04-28 05:45:40,140,736
2.5,2018-03-01 22:19:10,172,454
2.5,2016-11-16 09:20:23,125,346
2.5,2018-07-13 07:35:50,221,136
2.5,2016-09-15 00:57:16,295,998
2.5,2017-02-21 01:39:44,278,343
2.5,2019-01-20 00:50:38,39,810
2.5,2018-01-04 12:37:30,262,200
2.5,2017-09-15 17:12:21,138,156
2.5,2017-01-26 08:01:00,12,1014
2.5,2019-01-10 11:13:14,237,202
2.5,2019-07-04 20:13:54,240,249
2.5,2018-09-17 21:45:38,41,755
2.5,2019-10-18 05:53:15,135,602
2.5,2019-11-18 19:42:36,50,48
2.5,2019-09-20 17:58:49,197,963
2.5,2017-09-20 08:33:33,187,244
2.5,2016-05-12 09:54:15,117,828
2.5,2015-12-18 06:51:54,55,287
2.5,2019-09-14 15:21:21,192,406
2.5,2016-12-19 00:45:18,253,55
2.5,2017-11-06 11:30:35,181,543
2.5,2017-03-20 07:10:45,111,8
2.5,2017-05-01 10:19:52,162,972
2.5,2018-05-24 20:12:01,241,811
2.5,2017-08-15 10:37:01,238,870
2.5,2016-04-08 06:54:26,202,823
2.5,2016-11-03 03:20:57,133,730
2.5,2019-07-24 20:36:00,102,501
2.5,2018-02-11 00:59:41,88,997
2.5,2019-04-01 07:58:06,287,135
2.5,2018-02-27 05:28:11,252,930
2.5,2017-08-09 20:45:05,100,1036
2.5,2019-10-30 20:21:26,100,530
2.5,2016-06-26 13:30:02,100,386
2.5,2016-12-02 03:12:13,25,798
2.5,2017-05-31 02:07:41,233,505
2.5,2018-08-06 01:01:53,284,931
2.5,2016-02-13 18:54:57,218,326
2.5,2019-03-28 10:54:51,281,315
2.5,2016-11-29 23:07:22,202,310
2.5,2018-04-23 19:35:25,130,949
2.5,2017-12-17 14:08:07,15,735
2.5,2016-11-09 14:11:09,50,773
2.5,2018-01-17 17:33:07,99,613
2.5,2016-05-16 16:55:01,85,531
2.5,2019-08-19 11:47:44,4,300
